Associated with;Overall file decorastors;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Volume;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;Method Name;Method Max Depth;Method Number Nested Methods;Method Parameter Names;Associated Class Name;
MenuManagerService;0;5,0;50,0;0,122;12,214;4475,418;81,0;248,634;23,0;366,409;14,0;38,0;returnPuzzleService,serviceArguments,callArguments,helpPuzzleService,bringToFrontService,0,args,1,2,3,null,bringToBackService,context,"APPLY";9,0;43,0;[],const,this,,,=,if,===,.,return;16,0;10,0;getArguments;0;0;args;MenuManagerService;
MenuManagerService;0;1,0;25,0;0,042;6,0;750,587;30,0;41,699;18,0;125,098;10,0;15,0;args,0,1,2,3,context,getArguments,callArguemnts,serviceContext,PuzzleControllerManagerService2;8,0;15,0;(),new,[],const,this,=,.,return;5,0;4,0;<anon method-3>;0;0;args;MenuManagerService;
MenuManagerService;0;3,0;25,0;0,085;6,667;1698,599;53,0;94,367;28,0;254,79;18,0;24,0;menuConfig,aop,serviceArguments,createHook,constructor,unAop,"include",createdHook,hookName,aroundMethod,args,1,null,menuManageHook,"applyToMe",PuzzleControllerManagerService,true,"APPLY";10,0;29,0;(),[],{},else,this,function=>,:,if,=,.;18,0;12,0;initializeHint;0;0;menuConfig;MenuManagerService;
MenuManagerService;0;1,0;25,0;0,042;6,0;750,587;30,0;41,699;18,0;125,098;10,0;15,0;args,0,1,2,3,context,getArguments,callArguemnts,serviceContext,PuzzleControllerManagerService2;8,0;15,0;(),new,[],const,this,=,.,return;5,0;4,0;<anon method-1>;0;0;args;MenuManagerService;
MenuManagerService;0;3,0;25,0;0,085;6,667;1698,599;53,0;94,367;28,0;254,79;18,0;24,0;menuConfig,aop,serviceArguments,createHook,constructor,unAop,"include",createdHook,hookName,aroundMethod,0,args,null,menuManageHook,"applyToMe",PuzzleControllerManagerService,true,"APPLY";10,0;29,0;(),[],{},else,this,function=>,:,if,=,.;18,0;12,0;initializeReturn;0;0;menuConfig;MenuManagerService;
MenuManagerService;0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;;MenuManagerService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\puzzle-algorithm-manager.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,PuzzleAlgorithmManagerService,service,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\puzzle-algorithm-manager.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,PuzzleAlgorithmManagerService,service,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\puzzle-algorithm-manager.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
PuzzleAlgorithmManagerService;0;1,0;14,286;0,064;5,029;969,258;41,0;53,848;26,0;192,718;17,0;19,0;puzzleAlgorithmHook,console,aop,log,createHook,constructor,shufflePuzzlesService,store,hookName,"Initializing algorithm variants!",aroundMethod,args,"applyToMe",GameConfigurationService,drawBordersService,true,newGameConfigurationService;9,0;22,0;(),new,{},const,this,function=>,:,=,.;35,0;7,0;initialize;0;0;config;PuzzleAlgorithmManagerService;
PuzzleAlgorithmManagerService;0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;store,shufflePuzzlesService,drawBordersService2,drawBordersService;PuzzleAlgorithmManagerService;
PuzzleAlgorithmManagerService;0;5,0;22,727;0,228;12,776;8749,221;127,0;486,068;42,0;684,824;29,0;57,0;algorithms,"Anti jigsaw",log,drawBordersService2,"includeOptions","ANTI-JIGSAW",PuzzleGeneratorQuadroService2,serviceContext,"Old jigsaw","name",context,indexOf,"JIGSAW2",newGameConfigurationService,console,"Old jigsaw 2","JIGSAW",shufflePuzzlesService,"include",store,setAlgorithms,push,"AOP: Selecting new Puzzle algorithms!!!",args,1,"instance",PuzzleGeneratorQuadroService,drawBordersService,config;13,0;70,0;(),new,[],{},const,- (prefix),this,.,:,=,if,>,return;30,0;22,0;<anon method-1>;0;0;args;PuzzleAlgorithmManagerService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\variable-settings-config.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\variable-settings-config.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,VariableSettingsConfigService,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\variable-settings-config.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,VariableSettingsConfigService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
VariableSettingsConfigService;0;1,0;100,0;0,003;1,0;8,0;4,0;0,444;4,0;8,0;2,0;2,0;VariableSettingsConfigService,configList;2,0;2,0;return,.;3,0;1,0;getAdditionalRoutingConfigurationFile;0;0;;VariableSettingsConfigService;
VariableSettingsConfigService;0;4,0;21,053;0,137;7,452;3053,791;76,0;169,655;42,0;409,816;31,0;42,0;"/puzzle/gallery","componentRef",aop,unAop,JSON,configList,hookName,RoutingModelMock,"name","componentPathInModule",indexOf,GalleryBottomSheetComponent,"Gallery",loadGalleryConfig,"path",createHook,manageMenuConfigHook,VariableSettingsConfigService,"include","gallery",createdHook,"bottomSheetComponent","getRoutingModelData",push,aroundMethod,args,1,true,stringify,config,GalleryComponent;11,0;34,0;(),[],{},const,- (prefix),function=>,:,if,=,===,.;31,0;19,0;manageGalleryConfig;0;0;config;VariableSettingsConfigService;
VariableSettingsConfigService;0;4,0;21,053;0,137;7,452;3053,791;76,0;169,655;42,0;409,816;31,0;42,0;"componentRef",aop,"Load image","loadImage",unAop,JSON,configList,hookName,RoutingModelMock,"name","componentPathInModule","/puzzle/loadImage",indexOf,"path",createHook,InsertTemplateImageBottomSheetComponent,InsertTemplateImageComponent,manageMenuConfigHook,VariableSettingsConfigService,"include",createdHook,"bottomSheetComponent","getRoutingModelData",push,aroundMethod,args,1,loadImageConfig,true,stringify,config;11,0;34,0;(),[],{},const,- (prefix),function=>,:,if,=,===,.;31,0;19,0;manageImageLoaderConfig;0;0;config;VariableSettingsConfigService;
VariableSettingsConfigService;0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;;VariableSettingsConfigService;
VariableSettingsConfigService;0;4,0;36,364;0,086;10,563;2719,558;53,0;151,087;29,0;257,473;16,0;26,0;original,length,JSON,"include",VariableSettingsConfigService,configList,menu,0,args,1,configDocument,context,unshift,stringify,config,indexOf;13,0;27,0;||,!==,(),[],const,- (prefix),.,forof,let,if,=,===,return;12,0;11,0;<anon method-3>;0;0;args;VariableSettingsConfigService;
VariableSettingsConfigService;0;4,0;36,364;0,086;10,563;2719,558;53,0;151,087;29,0;257,473;16,0;26,0;original,length,JSON,"include",VariableSettingsConfigService,configList,menu,0,args,1,configDocument,context,unshift,stringify,config,indexOf;13,0;27,0;||,!==,(),[],const,- (prefix),.,forof,let,if,=,===,return;12,0;11,0;<anon method-1>;0;0;args;VariableSettingsConfigService;
VariableSettingsConfigService;0;4,0;21,053;0,137;7,452;3053,791;76,0;169,655;42,0;409,816;31,0;42,0;"Zoom","componentRef",aop,unAop,JSON,configList,hookName,ZoomManagementBottomSheetComponent,RoutingModelMock,"name","componentPathInModule",indexOf,ZoomManagementComponent,loadGalleryConfig,"path",createHook,manageMenuConfigHook,VariableSettingsConfigService,"include",createdHook,"bottomSheetComponent","getRoutingModelData",push,aroundMethod,args,1,true,"/puzzle/zoom",stringify,config,"zoom";11,0;34,0;(),[],{},const,- (prefix),function=>,:,if,=,===,.;31,0;19,0;manageZoomConfig;0;0;config;VariableSettingsConfigService;
VariableSettingsConfigService;0;4,0;36,364;0,086;10,563;2719,558;53,0;151,087;29,0;257,473;16,0;26,0;original,length,JSON,"include",VariableSettingsConfigService,configList,menu,0,args,1,configDocument,context,unshift,stringify,config,indexOf;13,0;27,0;||,!==,(),[],const,- (prefix),.,forof,let,if,=,===,return;12,0;11,0;<anon method-2>;0;0;args;VariableSettingsConfigService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\zoom-settings-config.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,ZoomSettingsConfigService,configureTestingModule,service,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\zoom-settings-config.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\zoom-settings-config.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",ZoomSettingsConfigService,beforeEach,service,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
ZoomSettingsConfigService;0;1,0;16,667;0,046;4,25;584,832;33,0;32,491;18,0;137,608;12,0;17,0;result,zoomHTML,SetZoomPositionComponent,zoomCoordinatesRef,instance,subscribe,positionAfterHeading,componentFactoryService,centerXEmitter,createComponent,centerYEmitter,undefined;6,0;16,0;(),const,this,function=>,=,.;5,0;6,0;instantiateZoomCoordinates;0;0;zoomHTML,args,positionAfterHeading;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;1,0;25,0;0,031;3,273;307,674;23,0;17,093;17,0;94,012;11,0;12,0;result,zoomHTML,instance,subscribe,zoomEmitter,positionAfterHeading,componentFactoryService,SetZoomComponent,createComponent,zoomValueRef,undefined;6,0;11,0;(),const,this,function=>,=,.;4,0;4,0;instantiateZoomValue;0;0;zoomHTML,args,positionAfterHeading;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;1,0;50,0;0,008;1,875;47,374;9,0;2,632;7,0;25,266;4,0;5,0;args,0,result,setCenterY;3,0;4,0;(),[],.;1,0;2,0;<anon method-4>;0;0;result;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;1,0;50,0;0,009;2,5;64,624;10,0;3,59;6,0;25,85;3,0;5,0;manageZoomConfig,VariableSettingsConfigService,config;3,0;5,0;(),this,.;4,0;2,0;initialize;0;0;config;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;2,0;22,222;0,065;8,643;1685,72;42,0;93,651;25,0;195,042;14,0;22,0;ZoomSettingsConfigService,original,componentRef,"include",domLocation,args,0,zoomingFunctionality,call,zoomHTML,func,positionAfterHeading,context,config;11,0;20,0;(),forof,[],const,function,this,let,if,=,.,return;13,0;9,0;<anon method-7>;0;0;args;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;1,0;50,0;0,008;1,875;47,374;9,0;2,632;7,0;25,266;4,0;5,0;args,0,result,setCenterX;3,0;4,0;(),[],.;1,0;2,0;<anon method-3>;0;0;result;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;1,0;50,0;0,018;1,125;59,795;16,0;3,322;10,0;53,151;8,0;9,0;1,item,children,componentRef,location,domLocation,insertBefore,nativeElement;2,0;7,0;(),.;3,0;2,0;<anon method-8>;0;0;domLocation,componentRef;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;3,0;30,0;0,077;6,618;1524,187;49,0;84,677;26,0;230,322;17,0;25,0;ZoomSettingsConfigService,manageZoomValueConfigHook,ZoomManagementComponent,aop,instantiateZoomCoordinates,createHook,unAop,createdHook,push,hookName,aroundMethod,zoomingFunctionality,args,1,true,"getComponentElement",indexOf;9,0;24,0;(),const,- (prefix),this,function=>,if,===,=,.;23,0;10,0;initializeZoomCoordinates;0;0;config;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;1,0;33,333;0,013;2,5;95,134;11,0;5,285;11,0;38,054;6,0;6,0;args,createHook,"getCanvasElement",manageZoomConfigHook,hookName,aroundMethod;5,0;5,0;(),const,function=>,=,.;10,0;3,0;manageZoomConfig;0;0;config;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;2,0;22,222;0,065;8,643;1685,72;42,0;93,651;25,0;195,042;14,0;22,0;ZoomSettingsConfigService,original,componentRef,"include",domLocation,args,0,zoomingFunctionality,call,zoomHTML,func,positionAfterHeading,context,config;11,0;20,0;(),forof,[],const,function,this,let,if,=,.,return;13,0;9,0;<anon method-5>;0;0;args;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;1,0;50,0;0,008;1,875;47,374;9,0;2,632;7,0;25,266;4,0;5,0;args,0,result,setZoomValue;3,0;4,0;(),[],.;1,0;2,0;<anon method-2>;0;0;result;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;componentFactoryService;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;2,0;28,571;0,039;5,2;607,141;28,0;33,73;18,0;116,758;10,0;13,0;args,zoomRef,original,componentFactoryService,context,puzzleBoardHTML,"include",createComponent,config,ZoomBlockComponent;8,0;15,0;(),[],const,this,if,=,.,return;8,0;7,0;<anon method-1>;0;0;args;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;3,0;30,0;0,077;6,618;1524,187;49,0;84,677;26,0;230,322;17,0;25,0;ZoomSettingsConfigService,manageZoomValueConfigHook,ZoomManagementComponent,aop,createHook,unAop,createdHook,push,hookName,instantiateZoomValue,aroundMethod,zoomingFunctionality,args,1,true,"getComponentElement",indexOf;9,0;24,0;(),const,- (prefix),this,function=>,if,===,=,.;23,0;10,0;initializeZoomValue;0;0;config;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;1,0;50,0;0,018;1,125;59,795;16,0;3,322;10,0;53,151;8,0;9,0;1,item,children,componentRef,location,domLocation,insertBefore,nativeElement;2,0;7,0;(),.;3,0;2,0;<anon method-6>;0;0;domLocation,componentRef;ZoomSettingsConfigService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\tree-manager.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,TreeManagerService,configureTestingModule,service,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\tree-manager.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",TreeManagerService,beforeEach,service,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\tree-manager.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
TreeManagerService;0;1,0;100,0;0,007;1,5;33,688;8,0;1,872;7,0;22,459;4,0;4,0;featureConfig,parseConfig,functionalityMapping,FeatureConfigLoaderService;3,0;4,0;(),this,.;6,0;1,0;constructor;0;0;menuManagerService,puzzleAlgorithManagerService,zoomSettingsConfig;TreeManagerService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\utils\annotation-extractor.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,AnnotationExtractorService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\utils\annotation-extractor.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\utils\annotation-extractor.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,AnnotationExtractorService,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
AnnotationExtractorService;0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;;AnnotationExtractorService;
AnnotationExtractorService;0;7,0;58,333;0,094;16,5;4635,579;63,0;257,532;22,0;280,944;11,0;33,0;0,convertTsickleDecoratorIntoMetadata,null,decorators,Reflect,"function","annotations",annotations,any,getOwnMetadata,typeOrFunc;11,0;30,0;&&,(),[],this,let,typeof (prefix),if,=,===,.,return;19,0;12,0;getAnnotation;0;0;typeOrFunc;AnnotationExtractorService;
AnnotationExtractorService;0;2,0;40,0;0,013;4,667;186,028;12,0;10,335;10,0;39,863;3,0;4,0;decoratorInvocations,decoratorInvocation,map;7,0;8,0;(),[],! (prefix),function=>,if,return,.;11,0;5,0;convertTsickleDecoratorIntoMetadata;0;0;decoratorInvocations;AnnotationExtractorService;
AnnotationExtractorService;0;5,0;38,462;0,103;8,094;2489,655;68,0;138,314;23,0;307,602;16,0;37,0;console,getOwnPropertyNames,log,"annotations","__annotations__",any,getOwnMetadata,typeOrFunc,0,convertTsickleDecoratorIntoMetadata,null,decorators,Reflect,"ɵfac",Object,"ɵcmp";7,0;31,0;&&,(),[],this,if,.,return;18,0;13,0;getAnnotation2;0;0;typeOrFunc;AnnotationExtractorService;
AnnotationExtractorService;0;2,0;50,0;0,036;8,667;923,918;28,0;51,329;14,0;106,606;6,0;13,0;args,decoratorType,annotationCls,annotationArgs,decoratorInvocation,type;8,0;15,0;new,[],const,... (spread),:?,=,.,return;6,0;4,0;<anon method-1>;0;0;decoratorInvocation;AnnotationExtractorService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\utils\component-factory.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,ComponentFactoryService,service,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\utils\component-factory.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\utils\component-factory.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,ComponentFactoryService,service,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
ComponentFactoryService;0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;2,0;0,0;constructor;0;0;cfr,defaultInjector,appRef;ComponentFactoryService;
ComponentFactoryService;0;4,0;26,667;0,133;10,083;4034,181;78,0;224,121;35,0;400,084;24,0;44,0;componentPortal,componentType,logicalLocation,HTMLElement,document,componentRef,domLocation,body,ViewContainerRef,cfr,undefined,bodyPortalHost,DomPortalHost,ComponentPortal,T,defaultInjector,positioningFunction,appRef,location,attach,ComponentRef,injector,element,nativeElement;11,0;34,0;||,new,(),else,this,let,=,if,.,return,instanceof;33,0;15,0;createComponent;0;0;componentType,location,injector,positioningFunction;ComponentFactoryService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\utils\fabric-menu-helper.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\utils\fabric-menu-helper.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,it,FabricMenuHelperService;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\utils\fabric-menu-helper.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,FabricMenuHelperService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
FabricMenuHelperService;0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;;FabricMenuHelperService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\game-configuration\game-configuration.component.spec.ts;0;1,0;25,0;0,018;1,929;102,505;16,0;5,695;10,0;53,151;7,0;9,0;fixture,TestBed,component,detectChanges,GameConfigurationComponent,componentInstance,createComponent;3,0;7,0;(),=,.;5,0;4,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\game-configuration\game-configuration.component.spec.ts;0;1,0;25,0;0,013;2,5;99,658;12,0;5,537;10,0;39,863;5,0;5,0;TestBed,GameConfigurationComponent,configureTestingModule,compileComponents,declarations;5,0;7,0;(),{},[],:,.;6,0;4,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\game-configuration\game-configuration.component.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,component,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-4>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\game-configuration\game-configuration.component.spec.ts;0;1,0;12,5;0,019;1,929;108,912;17,0;6,051;10,0;56,473;7,0;9,0;fixture,beforeEach,component,GameConfigurationComponent,ComponentFixture,it,"should create";3,0;8,0;(),function=>,let;18,0;8,0;<anon method-1>;0;0;;Not class;
GameConfigurationComponent;12;1,0;50,0;0,007;2,0;44,918;8,0;2,495;7,0;22,459;3,0;3,0;gameConfiguration,AlgorithmMap,getAlgorithms;4,0;5,0;(),this,return,.;3,0;2,0;getAvailableAlgorithms;0;0;;GameConfigurationComponent;
GameConfigurationComponent;12;2,0;40,0;0,092;4,95;1370,679;57,0;76,149;29,0;276,905;20,0;22,0;imageSizeManagerService,controls,instance,zoomManagerService,disableControlsService,PuzzleManagerService,Number,null,algorithmsConfig,manageGraphicsService,sanitizer,gameConfiguration,configurationFormGroup,startGame,getAlgorithms,manipulationHandlerService,value,resizeHandlerService,algorithm,setPuzzleAreaOnBoardService;9,0;35,0;(),!==,new,[],const,this,=,if,.;6,0;5,0;startNewGame;0;0;;GameConfigurationComponent;
GameConfigurationComponent;12;1,0;3,226;0,259;9,531;7400,956;144,0;411,164;42,0;776,494;32,0;61,0;algorithms,"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2']","Anti jigsaw","puzzleAlgorithmType","---------------------------",drawBordersService2,PuzzleGeneratorQuadroService2,"Old jigsaw","['JIGSAW2']",EXPRESSION_START11,"name",EXPRESSION_START10,"EXPRESSION_END","['ANTI-JIGSAW']","Old jigsaw 2",EXPRESSION_START7,EXPRESSION_START8,shufflePuzzlesService,EXPRESSION_START9,store,setAlgorithms,push,EXPRESSION_END9,EXPRESSION_END8,EXPRESSION_END7,"instance",PuzzleGeneratorQuadroService,"['JIGSAW']",drawBordersService,gameConfiguration,EXPRESSION_END11,EXPRESSION_END10;10,0;83,0;(),new,{},[],var,this,:,let,=,.;26,0;31,0;constructor;0;0;store,shufflePuzzlesService,drawBordersService2,drawBordersService,manageGraphicsService,setPuzzleAreaOnBoardService,imageSizeManagerService,sanitizer,manipulationHandlerService,resizeHandlerService,zoomManagerService,disableControlsService,gameConfiguration;GameConfigurationComponent;
RoutingModelMock;7;1,0;100,0;0,002;0,5;2,377;3,0;0,132;3,0;4,755;2,0;2,0;RoutingModel,RoutingModelData;1,0;1,0;return;3,0;1,0;getRoutingModelData;0;0;;RoutingModelMock;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\pages\app-component\app.component.spec.ts;0;1,0;20,0;0,029;2,4;210,166;23,0;11,676;14,0;87,569;10,0;12,0;fixture,TestBed,app,expect,AppComponent,componentInstance,toEqual,"puzzleToPlay",createComponent,title;4,0;11,0;(),const,=,.;5,0;5,0;<anon method-4>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\pages\app-component\app.component.spec.ts;0;1,0;14,286;0,042;2,462;311,905;31,0;17,328;17,0;126,711;13,0;16,0;TestBed,detectChanges,querySelector,textContent,toContain,fixture,expect,".content span",compiled,AppComponent,createComponent,nativeElement,"puzzleToPlay app is running!";4,0;15,0;(),const,=,.;6,0;7,0;<anon method-5>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\pages\app-component\app.component.spec.ts;0;1,0;20,0;0,019;2,5;143,399;16,0;7,967;12,0;57,359;7,0;7,0;TestBed,RouterTestingModule,imports,configureTestingModule,AppComponent,compileComponents,declarations;5,0;9,0;(),{},[],:,.;10,0;5,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\pages\app-component\app.component.spec.ts;0;1,0;12,5;0,016;2,1;100,8;16,0;5,6;8,0;48,0;5,0;7,0;beforeEach,"should render title","should create the app",it,should have as title 'puzzleToPlay';3,0;9,0;``,(),function=>;28,0;8,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\pages\app-component\app.component.spec.ts;0;1,0;20,0;0,024;2,5;179,248;20,0;9,958;12,0;71,699;8,0;10,0;fixture,TestBed,app,expect,toBeTruthy,AppComponent,componentInstance,createComponent;4,0;10,0;(),const,=,.;5,0;5,0;<anon method-3>;0;0;;Not class;
AppComponent;3;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;3,0;0,0;constructor;0;0;treeManagerService;AppComponent;
